,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
18555,mysteries,mystery,NOUN,,Plur,,,,,2,['mysteries'],[15572],1,1,Plural Noun,"the mysteries of the universe continue to attract and int ##rigue you , as you apply your mystical awareness to the important decisions upcoming in your life , especially concerning partnerships of all kinds .","The mysteries of the universe continue to attract and intrigue you , as you apply your mystical awareness to the important decisions upcoming in your life , especially concerning partnerships of all kinds ."
18589,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,the mysterious raphael ho ##lins ##hed was named for the mysterious neo ##pl ##aton ##ic italian painter raphael san ##zio who painted _ st . george fighting the dragon _ ( 150 ##4 - 06 ),The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )
18617,for,for,ADP,,,,,,,0,['for'],[2005],23,23,Causal-Final Case,"a spanish refugee , antonio perez , visited england in 159 ##3 and became acquainted with francis & anthony bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the span ##iard developed so much affect ##ation & bomb ##ast that he became unpopular in court circles .","A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles ."
18676,for,for,ADP,,,,,,,0,['for'],[2005],31,31,Causal-Final Case,"long before ( september 1560 ) dr . lopez had been the personal house doctor of robert dudley and the good doctor was ob ##liga ##ted to write the death certificate for amy rob ##sar ##t ( stating that she had "" accidentally "" fallen down the stairs ) .","Long before ( September 1560 ) Dr. Lopez had been the personal house doctor of Robert Dudley and the good doctor was obligated to write the death certificate for Amy Robsart ( stating that she had "" accidentally "" fallen down the stairs ) ."
18721,doors,door,NOUN,,Plur,,,,,1,['doors'],[4303],6,6,Plural Noun,i was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .,I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .
18805,attacks,attack,NOUN,,Plur,,,,,1,['attacks'],[4491],52,52,Plural Noun,at first they were of a mind to let him enter the house and to kill him as a detected bu ##rg ##lar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .
18857,allows,allow,VERB,,Sing,3,Pres,,,1,['allows'],[4473],8,8,Third-Person Present Tense Verb,"the rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addict ##s , homosexual ##s and lunatic ##s ( as that of george martin , ally of the beatles ) .","The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) ."
18905,divorces,divorce,NOUN,,Plur,,,,,1,"['divorce', '##s']","[8179, 2015]",32,33,Plural Noun,"it came from the nation whose king enrique viii adult ##erated the bible so that divorce could be allowed and in this way be able to give loose rein to the many divorce ##s from his wives and subsequent murdering of the same ones and to whom god provided a wife with six fingers as ab ##omi ##nation ( anne bo ##ley ##n ) . . . once again 6 , number of the beast . . . .","It came from the nation whose king Enrique VIII adulterated the Bible so that divorce could be allowed and in this way be able to give loose rein to the many divorces from his wives and subsequent murdering of the same ones and to whom God provided a wife with six fingers as abomination ( Anne Boleyn ) ... once again 6 , number of the Beast ...."
19041,Beatles,beatle,NOUN,,Plur,,,,,1,['beatles'],[11555],5,5,Plural Noun,"from then on , the beatles began to get involved in false religions and to preach them to the world .","From then on , the Beatles began to get involved in false religions and to preach them to the world ."
19062,puppets,puppet,NOUN,,Plur,,,,,1,['puppets'],[26101],12,12,Plural Noun,"at the same time , the devil acted through his other main puppets with "" sympathy for the devil "" that was when the pact of the rolling stones with satan took the life of the founder of the group , the guitarist brian jones ( who refused to be a puppet of the devil ) , murdered by people sent by mick jagger , another assassin .","At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."
19130,lyrics,lyric,NOUN,,Plur,,,,,1,['lyrics'],[4581],74,74,Plural Noun,"anti ##christ john lennon wanted to compete with jesus christ , and so he grew a beard and started to make a bog ##us role of christ together with yoko ono at the amsterdam hilton hotel pro ##claiming "" peace "" , being then when he was visited by the canadian journalist who rid ##ic ##uli ##zed and ad ##mon ##ished him wanting to know about what lennon meant when he wrote in the lyrics of "" the ballad of john and yoko "" : "" the way things are going , they ' re going to cr ##uc ##ify me . . . "" , the curse of god upon john lennon carried on with all type of mis ##eries and distress ##es which made lennon give the interview to the "" rolling stone "" magazine ( today condensed in the "" lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to god ) .","Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."
19289,times,time,NOUN,,Plur,,,,,1,['times'],[2335],10,10,Plural Noun,"it is interesting to notice that he was shot seven times , being seven , as well as three , the holy numbers in holy cab ##ala ##h tradition . . . .","It is interesting to notice that he was shot seven times , being seven , as well as three , the holy numbers in Holy Cabalah tradition ...."
19317,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"to paul mccartney whose company ' s logo was a person toy ##ing with the planets as if he was a god , and who was being very much del ##uded in his ego trip by the fact that he was made "" sir "" ( when in england even the road sweep ##er is made sir , as long as he produces money for the nation ) , god provided cancer to the wife .","To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife ."
19389,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",15,16,Genitive Case,"at the same time mccartney was going out with heather mills , he used linda ' s death for promotional ends , due to his wan ##ing popularity .","At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity ."
